gene_id,gene_name,gene_biotype,gene_description,tf_family,ensembl_gene_stable_id,ensembl_gene_name,refseq_mrna_id,annotation_source,annotation_release,mapping_status
Solyc08g082250,Solyc08g082250.3,protein_coding,endo-beta-1 && sp|Q42059|GUN6_ARATH Endoglucanase 6 OS=Arabidopsis thaliana OX=3702 GN=At1g64390 PE=2 SV=2 && PF09478:Carbohydrate binding domain CBM49|PF00759:Glycosyl hydrolase family 9,-,gene-Solyc08g082250.3,Cel8,NM_001247243,Ensembl Plants BioMart,63,one_to_one
Solyc04g081300,Solyc04g081300.4,protein_coding,Endoglucanase (AHRD V3.3 *** A0A2G3CQE2_CAPCH) && sp|Q9FXI9|GUN2_ARATH Endoglucanase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g19940 PE=2 SV=1 && PF00759:Glycosyl hydrolase family 9,-,gene-Solyc04g081300.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g098340,Solyc12g098340.2,protein_coding,Pectinesterase (AHRD V3.3 *** A0A2G2VIL1_CAPBA) && sp|Q4PSN0|PME29_ARATH Probable pectinesterase 29 OS=Arabidopsis thaliana OX=3702 GN=PME29 PE=2 SV=1 && PF01095:Pectinesterase,-,gene-Solyc12g098340.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g006520,Solyc12g006520.3,protein_coding,Terpene cyclase/mutase family member (AHRD V3.11 *** tr_A0A2G3BN05_A0A2G3BN05_CAPCH) && sp|E7DN64|DAMS_SOLLC Delta-amyrin synthase OS=Solanum lycopersicum OX=4081 GN=TTS2 PE=1 SV=1 && PF13243:Squalene-hopene cyclase C-terminal domain|PF13249:Squalene-hopene cyclase N-terminal domain,-,gene-Solyc12g006520.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g009800,Solyc12g009800.3,protein_coding,"Purple acid phosphatase (AHRD V3.3 *** M1AD80_SOLTU) && sp|Q949Y3|PPA26_ARATH Bifunctional purple acid phosphatase 26 OS=Arabidopsis thaliana OX=3702 GN=PAP26 PE=1 SV=1 && PF00149:Calcineurin-like phosphoesterase|PF16656:Purple acid Phosphatase, N-terminal domain|PF14008:Iron/zinc purple acid phosphatase-like protein C",Metallophos,gene-Solyc12g009800.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g006530,Solyc12g006530.2,protein_coding,Terpene cyclase/mutase family member (AHRD V3.3 *** A0A2G3BN05_CAPCH) && sp|E7DN63|BAMS_SOLLC Beta-amyrin synthase OS=Solanum lycopersicum OX=4081 GN=TTS1 PE=1 SV=1 && PF13243:Squalene-hopene cyclase C-terminal domain|PF13249:Squalene-hopene cyclase N-terminal domain,-,gene-Solyc12g006530.2,lTTS1,NM_001247675,Ensembl Plants BioMart,63,one_to_one
Solyc12g049520,Solyc12g049520.2,protein_coding,COP1-interacting protein-like protein (AHRD V3.3 *-* F4IDB4_ARATH) && sp|O80386|CIP7_ARATH COP1-interacting protein 7 OS=Arabidopsis thaliana OX=3702 GN=CIP7 PE=1 SV=1 && -,-,gene-Solyc12g049520.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g056680,Solyc11g056680.1,protein_coding,Leucine-rich repeat receptor-like protein (AHRD V3.3 *** H6V788_MALDO) && sp|Q00874|DR100_ARATH DNA damage-repair/toleration protein DRT100 OS=Arabidopsis thaliana OX=3702 GN=DRT100 PE=2 SV=2 && PF13855:Leucine rich repeat|PF08263:Leucine rich repeat N-terminal domain,LRRNT_2,gene-Solyc11g056680.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g080210,Solyc10g080210.2,protein_coding,polygalacturonase && sp|P05117|PGLR_SOLLC Polygalacturonase-2 OS=Solanum lycopersicum OX=4081 GN=PG2 PE=1 SV=1 && PF00295:Glycosyl hydrolases family 28,-,gene-Solyc10g080210.2,PG2,NM_001247092,Ensembl Plants BioMart,63,one_to_one
Solyc03g078150,Solyc03g078150.3,protein_coding,Amino acid transporter family protein (AHRD V3.3 *** S8E0T7_9LAMI) && sp|O80668|AVT1A_ARATH Amino acid transporter AVT1A OS=Arabidopsis thaliana OX=3702 GN=AVT1A PE=2 SV=2 && PF01490:Transmembrane amino acid transporter protein,Aa_trans,gene-Solyc03g078150.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g085380,Solyc02g085380.3,protein_coding,Protein LIKE COV 2 (AHRD V3.3 *** A0A2G2ZPX7_CAPAN) && sp|F4IQJ6|LCV3_ARATH Protein LIKE COV 3 OS=Arabidopsis thaliana OX=3702 GN=LCV3 PE=2 SV=1 && PF04367:Protein of unknown function (DUF502),-,gene-Solyc02g085380.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g085950,Solyc02g085950.5,protein_coding,"Ribulose bisphosphate carboxylase small chain (AHRD V3.11 *** tr_A0A2G2XBI7_A0A2G2XBI7_CAPBA) && sp|P05349|RBS4_SOLLC Ribulose bisphosphate carboxylase small subunit, chloroplastic 4 OS=Solanum lycopersicum OX=4081 GN=RBCS4 PE=3 SV=1 && PF00101:Ribulose bisphosphate carboxylase, small chain|PF12338:Ribulose-1,5-bisphosphate carboxylase small subunit",-,gene-Solyc02g085950.4,RBCS4,NM_001309210,Ensembl Plants BioMart,63,one_to_one
Solyc03g115000,Solyc03g115000.3,protein_coding,protein LONGIFOLIA 1-like (AHRD V3.3 *** A0A2I4EZQ4_9ROSI) && sp|Q9S823|LNG2_ARATH Protein LONGIFOLIA 2 OS=Arabidopsis thaliana OX=3702 GN=LNG2 PE=1 SV=1 && PF14383:DUF761-associated sequence motif|PF14309:Domain of unknown function (DUF4378),-,gene-Solyc03g115000.3,TRM3/4,,Ensembl Plants BioMart,63,one_to_one
Solyc05g007120,Solyc05g007120.4,protein_coding,Leucine-rich repeat protein kinase family protein (AHRD V3.3 *** A0A2U1LJE3_ARTAN) && sp|Q9M9S4|Y1143_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g14390 OS=Arabidopsis thaliana OX=3702 GN=At1g14390 PE=1 SV=1 && PF00069:Protein kinase domain|PF13855:Leucine rich repeat,Pkinase,gene-Solyc05g007120.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g043500,Solyc07g043500.1,protein_coding,"Glycosyltransferase (AHRD V3.3 *** C5NN15_CATRO) && sp|F8WKW8|UGT9_GARJA Beta-D-glucosyl crocetin beta-1,6-glucosyltransferase OS=Gardenia jasminoides OX=114476 GN=UGT94E5 PE=1 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase",UDPGT,gene-Solyc07g043500.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g017600,Solyc07g017600.3,protein_coding,Pectinesterase (AHRD V3.3 *** A0A1U8F5L9_CAPAN) && sp|Q43062|PME_PRUPE Pectinesterase/pectinesterase inhibitor PPE8B OS=Prunus persica OX=3760 PE=2 SV=1 && PF01095:Pectinesterase|PF04043:Plant invertase/pectin methylesterase inhibitor,-,gene-Solyc07g017600.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g042940,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc09g089750,Solyc09g089750.1,protein_coding,1-aminocyclopropane-1-carboxylate oxidase-like protein 1 (AHRD V3.3 *-* A0A2G2W184_CAPBA) && sp|P10967|ACCH3_SOLLC 1-aminocyclopropane-1-carboxylate oxidase homolog OS=Solanum lycopersicum OX=4081 GN=ACO3 PE=2 SV=1 && -,-,gene-Solyc09g089750.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g048440,Solyc06g048440.3,protein_coding,DNA-directed RNA polymerase subunit beta'' (AHRD V3.3 *-* A0A1W5HN85_9ORYZ) && - && PF07172:Glycine rich protein family,-,gene-Solyc06g048440.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g086920,Solyc01g086920.3,protein_coding,Leucine-rich repeat receptor-like protein (AHRD V3.3 *** H6V789_MALDO) && sp|Q00874|DR100_ARATH DNA damage-repair/toleration protein DRT100 OS=Arabidopsis thaliana OX=3702 GN=DRT100 PE=2 SV=2 && PF08263:Leucine rich repeat N-terminal domain|PF13855:Leucine rich repeat,LRRNT_2,gene-Solyc01g086920.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g013700,Solyc12g013700.2,protein_coding,stem-specific protein TSJT1-like (AHRD V3.3 *** A0A2I4H4H1_9ROSI) && sp|P24805|TSJT1_TOBAC Stem-specific protein TSJT1 OS=Nicotiana tabacum OX=4097 GN=TSJT1 PE=2 SV=1 && PF12481:Aluminium induced protein,-,gene-Solyc12g013700.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g062550,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc12g011310,Solyc12g011310.2,protein_coding,"Glutathione S-transferase-like protein (AHRD V3.3 *** A0A2K3N2T5_TRIPR) && sp|P49332|GSTXC_TOBAC Probable glutathione S-transferase parC OS=Nicotiana tabacum OX=4097 GN=PARC PE=2 SV=1 && PF02798:Glutathione S-transferase, N-terminal domain|PF13410:Glutathione S-transferase, C-terminal domain",GST_N,gene-Solyc12g011310.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g043460,Solyc07g043460.3,protein_coding,Cytochrome P450 (AHRD V3.3 *** A0A200PQ40_9MAGN) && sp|A0A0S2IHL2|C7A39_KALSE Cytochrome P450 72A397 OS=Kalopanax septemlobus OX=228393 GN=CYP72A397 PE=1 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc07g043460.3,GAME6,NM_001365979,Ensembl Plants BioMart,63,one_to_one
Solyc08g063090,Solyc08g063090.2,protein_coding,Fatty acid desaturase (AHRD V3.3 *** A0A2U1LPJ3_ARTAN) && sp|O04353|DES6_BOROF Acyl-lipid (9-3)-desaturase OS=Borago officinalis OX=13363 PE=1 SV=1 && PF00173:Cytochrome b5-like Heme/Steroid binding domain|PF00487:Fatty acid desaturase,-,gene-Solyc08g063090.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g078740,Solyc10g078740.2,protein_coding,"Enoyl-[acyl-carrier-protein] reductase [NADH] (AHRD V3.3 *** B6TFF6_MAIZE) && sp|Q6Z0I4|FABI1_ORYSJ Enoyl-[acyl-carrier-protein] reductase [NADH] 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0327400 PE=2 SV=1 && PF13561:Enoyl-(Acyl carrier protein) reductase",-,gene-Solyc10g078740.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g072310,Solyc11g072310.2,protein_coding,gibberellin 20-oxidase-3 && sp|Q39110|GAOX1_ARATH Gibberellin 20 oxidase 1 OS=Arabidopsis thaliana OX=3702 GN=GA20OX1 PE=2 SV=2 && PF14226:non-haem dioxygenase in morphine synthesis N-terminal|PF03171:2OG-Fe(II) oxygenase superfamily,2OG-FeII_Oxy,gene-Solyc11g072310.2,20ox-3,,Ensembl Plants BioMart,63,one_to_one
Solyc12g100270,Solyc12g100270.2,protein_coding,Fatty acid hydroxylase superfamily (AHRD V3.3 *** A0A2U1L8N4_ARTAN) && sp|F4HVY0|CER1_ARATH Very-long-chain aldehyde decarbonylase CER1 OS=Arabidopsis thaliana OX=3702 GN=CER1 PE=1 SV=1 && PF04116:Fatty acid hydroxylase superfamily|PF12076:WAX2 C-terminal domain,-,gene-Solyc12g100270.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g064870,Solyc04g064870.3,protein_coding,Pathogen-related protein (AHRD V3.3 *** A0A1U8GE43_CAPAN) && sp|P16273|PRPX_HORVU Pathogen-related protein OS=Hordeum vulgare OX=4513 PE=2 SV=2 && -,-,gene-Solyc04g064870.3,,NM_001324084,Ensembl Plants BioMart,63,one_to_one
Solyc02g083380,Solyc02g083380.3,protein_coding,Big1 (AHRD V3.3 *-* AT2G17710.1) && - && -,-,gene-Solyc02g083380.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g083670,Solyc02g083670.4,protein_coding,Histidine kinase 1 (AHRD V3.3 *** A0A2G3AA52_CAPAN) && sp|Q9SXL4|AHK1_ARATH Histidine kinase 1 OS=Arabidopsis thaliana OX=3702 GN=AHK1 PE=1 SV=2 && PF13639:Ring finger domain,-,gene-Solyc02g083670.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g065350,Solyc11g065350.2,protein_coding,ABC transporter G family member 12 (AHRD V3.3 *** A0A2G3B9R8_CAPCH) && sp|Q8RWI9|AB15G_ARATH ABC transporter G family member 15 OS=Arabidopsis thaliana OX=3702 GN=ABCG15 PE=2 SV=2 && PF01061:ABC-2 type transporter|PF00005:ABC transporter,ABC2_membrane,gene-Solyc11g065350.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g098740,Solyc03g098740.1,protein_coding,Biotic cell death-associated protein (AHRD V3.3 *** Q850R9_NICGU) && sp|P24924|ITRY_ACACO Trypsin inhibitor OS=Acacia confusa OX=3809 GN=ACTI PE=1 SV=2 && PF00197:Trypsin and protease inhibitor,-,gene-Solyc03g098740.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g063730,Solyc03g063730.4,protein_coding,Protein DETOXIFICATION (AHRD V3.3 *** A0A191UP89_GLYSO) && sp|Q8W488|DTX21_ARATH Protein DETOXIFICATION 21 OS=Arabidopsis thaliana OX=3702 GN=DTX21 PE=1 SV=1 && PF01554:MatE,MatE,gene-Solyc03g063730.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g041950,Solyc12g041950.3,protein_coding,O-methyltransferase (AHRD V3.3 *-* G4XGX0_VITVI) && sp|B6VJS4|ROMT_VITVI Trans-resveratrol di-O-methyltransferase OS=Vitis vinifera OX=29760 GN=ROMT PE=1 SV=2 && PF00891:O-methyltransferase domain,-,gene-Solyc12g041950.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g050290,,,,,gene-Solyc05g050290.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g053010,Solyc04g053010.1,protein_coding,Auxin-responsive protein SAUR65 (AHRD V3.3 *** A0A2G2Y5L8_CAPAN) && sp|F4I1H5|SAU63_ARATH Auxin-responsive protein SAUR63 OS=Arabidopsis thaliana OX=3702 GN=SAUR63 PE=2 SV=1 && PF02519:Auxin responsive protein,Auxin_inducible,gene-Solyc04g053010.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g008210,,,,,gene-Solyc07g008210.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g116370,Solyc03g116370.3,protein_coding,Microtubule-associated protein RP/EB family member 1C (AHRD V3.3 *** A0A2G3B798_CAPCH) && sp|Q9FJJ5|EB1B_ARATH Microtubule-associated protein RP/EB family member 1B OS=Arabidopsis thaliana OX=3702 GN=EB1B PE=1 SV=1 && PF03271:EB1-like C-terminal motif|PF00307:Calponin homology (CH) domain,CH,gene-Solyc03g116370.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g023950,Solyc02g023950.3,protein_coding,Leucine-rich receptor-like protein kinase family protein (AHRD V3.3 *** A0A061G8R7_THECC) && sp|C0LGQ9|GHR1_ARATH LRR receptor-like serine/threonine-protein kinase GHR1 OS=Arabidopsis thaliana OX=3702 GN=GHR1 PE=1 SV=2 && PF13855:Leucine rich repeat|PF08263:Leucine rich repeat N-terminal domain|PF07714:Protein tyrosine kinase,Pkinase_Tyr,gene-Solyc02g023950.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g064910,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc01g090730,Solyc01g090730.3,protein_coding,Squamosa promoter binding protein 8b && sp|Q8GXL3|SPL8_ARATH Squamosa promoter-binding-like protein 8 OS=Arabidopsis thaliana OX=3702 GN=SPL8 PE=1 SV=2 && PF03110:SBP domain,SBP,gene-Solyc01g090730.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g042010,Solyc12g042010.1,protein_coding,transcription factor IBH1-like (AHRD V3.3 *** A0A2I4G0N0_9ROSI) && - && -,-,gene-Solyc12g042010.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g054320,Solyc06g054320.1,protein_coding,Dirigent protein (AHRD V3.3 *** K4C6B8_SOLLC) && sp|Q9SS03|DIR21_ARATH Dirigent protein 21 OS=Arabidopsis thaliana OX=3702 GN=DIR21 PE=3 SV=1 && PF03018:Dirigent-like protein,-,gene-Solyc06g054320.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g056700,Solyc07g056700.2,protein_coding,Unknown protein && - && -,-,gene-Solyc07g056700.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g063600,Solyc07g063600.3,protein_coding,"Chlorophyll a-b binding protein && sp|P27489|CB23_SOLLC Chlorophyll a-b binding protein 13, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAB13 PE=1 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc07g063600.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g055810,Solyc12g055810.1,protein_coding,P-loop containing nucleoside triphosphate hydrolases superfamily protein (AHRD V3.3 *** A0A1P8B3B9_ARATH) && sp|Q9FKM3|AATPK_ARATH AAA-ATPase At5g57480 OS=Arabidopsis thaliana OX=3702 GN=At5g57480 PE=3 SV=1 && PF14363:Domain associated at C-terminal with AAA|PF00004:ATPase family associated with various cellular activities (AAA),AAA,gene-Solyc12g055810.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g009530,Solyc04g009530.4,protein_coding,"Glutathione S-transferase (AHRD V3.3 *** A0A200QHH9_9MAGN) && sp|Q9M2W2|GSTL2_ARATH Glutathione S-transferase L2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GSTL2 PE=2 SV=1 && PF13410:Glutathione S-transferase, C-terminal domain|PF13417:Glutathione S-transferase, N-terminal domain",-,gene-Solyc04g009530.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g066670,Solyc11g066670.1,protein_coding,Glycosyltransferase (AHRD V3.3 *** A0A288W8G2_GARJA) && sp|P56725|ZOX_PHAVU Zeatin O-xylosyltransferase OS=Phaseolus vulgaris OX=3885 GN=ZOX1 PE=2 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT,gene-Solyc11g066670.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g117690,Solyc03g117690.3,protein_coding,Eukaryotic aspartyl protease family protein (AHRD V3.3 *** A0A2U1P524_ARTAN) && sp|Q8S9J6|ASPA_ARATH Aspartyl protease family protein At5g10770 OS=Arabidopsis thaliana OX=3702 GN=At5g10770 PE=2 SV=1 && PF14543:Xylanase inhibitor N-terminal|PF14541:Xylanase inhibitor C-terminal,-,gene-Solyc03g117690.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g014920,Solyc05g014920.1,protein_coding,Protein FAR1-related sequence 5-like (AHRD V3.3 *-* A0A2K3LK03_TRIPR) && sp|Q9LKR4|FRS10_ARATH Putative protein FAR1-RELATED SEQUENCE 10 OS=Arabidopsis thaliana OX=3702 GN=FRS10 PE=2 SV=2 && -,-,gene-Solyc05g014920.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g080160,,,,,gene-Solyc02g080160.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g009650,,,,,gene-Solyc05g009650.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g070940,Solyc02g070940.1,protein_coding,"Chlorophyll a-b binding protein && sp|P07370|CB2B_SOLLC Chlorophyll a-b binding protein 1B, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAB1B PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc02g070940.1,CAB1B,,Ensembl Plants BioMart,63,one_to_one
Solyc02g092580,Solyc02g092580.3,protein_coding,Peroxidase (AHRD V3.3 *** K4BD54_SOLLC) && sp|Q9SZE7|PER51_ARATH Peroxidase 51 OS=Arabidopsis thaliana OX=3702 GN=PER51 PE=2 SV=1 && PF00141:Peroxidase,-,gene-Solyc02g092580.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g072040,Solyc11g072040.2,protein_coding,GDSL esterase/lipase (AHRD V3.3 *** A0A2K3NP63_TRIPR) && sp|Q9SF78|GDL29_ARATH GDSL esterase/lipase At1g71691 OS=Arabidopsis thaliana OX=3702 GN=At1g71691 PE=2 SV=1 && PF00657:GDSL-like Lipase/Acylhydrolase,Lipase_GDSL,gene-Solyc11g072040.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g017250,Solyc12g017250.2,protein_coding,"photosystem II 10 kDa polypeptide && sp|Q40519|PSBR_TOBAC Photosystem II 10 kDa polypeptide, chloroplastic OS=Nicotiana tabacum OX=4097 GN=PSBR PE=2 SV=1 && PF04725:Photosystem II 10 kDa polypeptide PsbR",-,gene-Solyc12g017250.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g078950,Solyc02g078950.4,protein_coding,Beta-galactosidase (AHRD V3.3 *** A0A2G3A8L8_CAPAN) && sp|Q10NX8|BGAL6_ORYSJ Beta-galactosidase 6 OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0255100 PE=1 SV=2 && PF02140:Galactose binding lectin domain|PF17834:Beta-sandwich domain in beta galactosidase|PF01301:Glycosyl hydrolases family 35,-,gene-Solyc02g078950.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g086320,Solyc10g086320.2,protein_coding,Phosphatidylinositol 4-phosphate 5-kinase (AHRD V3.3 *** K4D464_SOLLC) && sp|Q8L850|PI5K9_ARATH Phosphatidylinositol 4-phosphate 5-kinase 9 OS=Arabidopsis thaliana OX=3702 GN=PIP5K9 PE=1 SV=2 && PF02493:MORN repeat|PF01504:Phosphatidylinositol-4-phosphate 5-Kinase,PIP5K,gene-Solyc10g086320.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g080540,Solyc04g080540.2,protein_coding,DNA polymerase epsilon catalytic subunit A (AHRD V3.3 *** AT1G19530.2) && - && -,-,gene-Solyc04g080540.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g065290,Solyc07g065290.3,protein_coding,"Zinc finger transcription factor 51 && sp|Q9SJ41|C3H18_ARATH Zinc finger CCCH domain-containing protein 18 OS=Arabidopsis thaliana OX=3702 GN=At2g05160 PE=2 SV=1 && PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|PF12872:OST-HTH/LOTUS domain",RRM_1,gene-Solyc07g065290.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g083450,Solyc02g083450.3,protein_coding,Eukaryotic aspartyl protease family protein (AHRD V3.3 *** A0A2U1LT79_ARTAN) && sp|Q8VYV9|APF1_ARATH Aspartyl protease family protein 1 OS=Arabidopsis thaliana OX=3702 GN=APF1 PE=2 SV=1 && PF14541:Xylanase inhibitor C-terminal|PF14543:Xylanase inhibitor N-terminal,-,gene-Solyc02g083450.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g007550,Solyc07g007550.3,protein_coding,"Heparanase-like protein 3 (AHRD V3.3 *** A0A2G2WBB8_CAPBA) && sp|Q9FZP1|HPSE3_ARATH Heparanase-like protein 3 OS=Arabidopsis thaliana OX=3702 GN=At5g34940 PE=2 SV=2 && PF03662:Glycosyl hydrolase family 79, N-terminal domain",-,gene-Solyc07g007550.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g006880,Solyc10g006880.3,protein_coding,NAC domain protein && sp|Q9LD44|NAC56_ARATH NAC transcription factor 56 OS=Arabidopsis thaliana OX=3702 GN=NAC056 PE=2 SV=1 && PF02365:No apical meristem (NAM) protein,NAM,gene-Solyc10g006880.3,NOR,NM_001247723,Ensembl Plants BioMart,63,one_to_one
Solyc07g049300,Solyc07g049300.3,protein_coding,Endoglucanase (AHRD V3.3 *** A0A2G2WCY0_CAPBA) && sp|O48766|GUN11_ARATH Endoglucanase 11 OS=Arabidopsis thaliana OX=3702 GN=At2g32990 PE=2 SV=1 && PF00759:Glycosyl hydrolase family 9,-,gene-Solyc07g049300.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g056510,Solyc07g056510.3,protein_coding,"Glutathione S-transferase-like protein (AHRD V3.3 *** A0A2K3N2T5_TRIPR) && sp|P25317|GSTXA_TOBAC Probable glutathione S-transferase parA OS=Nicotiana tabacum OX=4097 GN=PARA PE=2 SV=1 && PF02798:Glutathione S-transferase, N-terminal domain|PF13410:Glutathione S-transferase, C-terminal domain",GST_N,gene-Solyc07g056510.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g024430,Solyc10g024430.1,protein_coding,Unknown protein && - && -,-,gene-Solyc10g024430.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g072440,Solyc02g072440.4,protein_coding,Receptor-like protein kinase (AHRD V3.3 *** A0A2R6Q6W2_ACTCH) && sp|Q1MX30|XA21_ORYSI Receptor kinase-like protein Xa21 OS=Oryza sativa subsp. indica OX=39946 GN=XA21 PE=1 SV=1 && PF00069:Protein kinase domain|PF13855:Leucine rich repeat|PF08263:Leucine rich repeat N-terminal domain,Pkinase,gene-Solyc02g072440.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g010690,Solyc11g010690.3,protein_coding,Nucleobase-ascorbate transporter 11 (AHRD V3.3 *-* A0A2G2Y5P1_CAPAN) && sp|Q6SZ87|NAT11_ARATH Nucleobase-ascorbate transporter 11 OS=Arabidopsis thaliana OX=3702 GN=NAT11 PE=2 SV=1 && PF00860:Permease family,-,gene-Solyc11g010690.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g079240,Solyc01g079240.3,protein_coding,Long chain acyl-CoA synthetase 1 (AHRD V3.3 *** A0A2G3AKT2_CAPAN) && sp|O22898|LACS1_ARATH Long chain acyl-CoA synthetase 1 OS=Arabidopsis thaliana OX=3702 GN=LACS1 PE=2 SV=1 && PF00501:AMP-binding enzyme,AMP-binding,gene-Solyc01g079240.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g007250,,,,,gene-Solyc11g007250.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g059170,Solyc09g059170.3,protein_coding,Glycosyltransferase (AHRD V3.3 *** A4GRT2_9SOLA) && sp|Q43716|UFOG_PETHY Anthocyanidin-3-O-glucoside rhamnosyltransferase OS=Petunia hybrida OX=4102 GN=RT PE=2 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT,gene-Solyc09g059170.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g075080,Solyc08g075080.3,protein_coding,RING/U-box superfamily protein (AHRD V3.3 *** F4KD57_ARATH) && sp|Q91XF4|RN167_MOUSE E3 ubiquitin-protein ligase RNF167 OS=Mus musculus OX=10090 GN=Rnf167 PE=2 SV=1 && PF13639:Ring finger domain,-,gene-Solyc08g075080.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g011590,Solyc09g011590.4,protein_coding,"Glutathione S-transferase-like protein (AHRD V3.3 *** A8DUB0_SOLLC) && sp|P32111|GSTX1_SOLTU Probable glutathione S-transferase OS=Solanum tuberosum OX=4113 GN=PRP1 PE=2 SV=1 && PF02798:Glutathione S-transferase, N-terminal domain|PF00043:Glutathione S-transferase, C-terminal domain",GST_N,gene-Solyc09g011590.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g121600,Solyc03g121600.4,protein_coding,Glucose-methanol-choline (GMC) oxidoreductase family protein (AHRD V3.3 *** A0A2U1MMK8_ARTAN) && sp|Q9S746|HTH_ARATH Protein HOTHEAD OS=Arabidopsis thaliana OX=3702 GN=HTH PE=1 SV=1 && PF00732:GMC oxidoreductase|PF05199:GMC oxidoreductase,-,gene-Solyc03g121600.4,,,Ensembl Plants BioMart,63,one_to_one
